id,code,name,dish_type,cooking_method,description,instructions,tags,ingredients_json,is_active
,DISH-STP-034,Cơm khoai lang tím,staple,steam,Cơm khoai lang tím dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Khoai lang tím"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-035,Cơm khoai lang mật,staple,steam,Cơm khoai lang mật dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Khoai lang mật"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-036,Bắp nếp hấp,staple,steam,Bắp nếp hấp dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bắp nếp"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-037,Bánh mì nguyên cám,staple,,Bánh mì nguyên cám dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bánh mì nguyên cám"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-038,Cơm gạo tẻ trộn kê,staple,boil,Cơm gạo tẻ trộn kê dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo trắng"",""quantity"":180,""unit"":""g""},{""name"":""Hạt kê"",""quantity"":30,""unit"":""g""}]",true
,DISH-STP-039,Cơm gạo lứt trộn đậu,staple,boil,Cơm gạo lứt trộn đậu dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo lứt"",""quantity"":180,""unit"":""g""},{""name"":""Đậu xanh"",""quantity"":30,""unit"":""g""}]",true
,DISH-STP-040,Xôi đậu đen,staple,steam,Xôi đậu đen dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo nếp"",""quantity"":180,""unit"":""g""},{""name"":""Đậu đen"",""quantity"":30,""unit"":""g""}]",true
,DISH-STP-041,Xôi đậu xanh,staple,steam,Xôi đậu xanh dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo nếp"",""quantity"":180,""unit"":""g""},{""name"":""Đậu xanh"",""quantity"":30,""unit"":""g""}]",true
,DISH-STP-042,Cháo gạo lứt đỏ,staple,soup,Cháo gạo lứt đỏ dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo lứt đỏ"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-043,Khoai môn trộn nếp,staple,steam,Khoai môn trộn nếp dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Khoai môn"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-044,Cơm bắp ngọt,staple,boil,Cơm bắp ngọt dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo trắng"",""quantity"":180,""unit"":""g""},{""name"":""Ngô ngọt"",""quantity"":50,""unit"":""g""}]",true
,DISH-STP-045,Sắn hấp nước cốt dừa,staple,steam,Sắn hấp nước cốt dừa dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Sắn"",""quantity"":180,""unit"":""g""},{""name"":""Nước cốt dừa"",""quantity"":20,""unit"":""ml""}]",true
,DISH-SAV-041,Gà ta kho gừng,savory,braise,Gà ta chế biến kho gừng theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Gà ta"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-042,Gà ta rim nước mắm,savory,braise,Gà ta chế biến rim nước mắm theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Gà ta"",""quantity"":120,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":10,""unit"":""ml""},{""name"":""Đường nâu"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-043,Gà ta xào sả ớt,savory,stir_fry,Gà ta chế biến xào sả ớt theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Gà ta"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Ớt sừng"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-044,Gà ta hấp hành,savory,steam,Gà ta chế biến hấp hành theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Gà ta"",""quantity"":120,""unit"":""g""},{""name"":""Hành lá"",""quantity"":15,""unit"":""g""},{""name"":""Gừng"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-045,Gà ta nấu tiêu xanh,savory,braise,Gà ta chế biến nấu tiêu xanh theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Gà ta"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước dừa"",""quantity"":80,""unit"":""ml""}]",true
,DISH-SAV-046,Má đùi gà kho gừng,savory,braise,Má đùi gà chế biến kho gừng theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Má đùi gà"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-047,Má đùi gà rim nước mắm,savory,braise,Má đùi gà chế biến rim nước mắm theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Má đùi gà"",""quantity"":120,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":10,""unit"":""ml""},{""name"":""Đường nâu"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-048,Má đùi gà xào sả ớt,savory,stir_fry,Má đùi gà chế biến xào sả ớt theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Má đùi gà"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Ớt sừng"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-049,Má đùi gà hấp hành,savory,steam,Má đùi gà chế biến hấp hành theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Má đùi gà"",""quantity"":120,""unit"":""g""},{""name"":""Hành lá"",""quantity"":15,""unit"":""g""},{""name"":""Gừng"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-050,Má đùi gà nấu tiêu xanh,savory,braise,Má đùi gà chế biến nấu tiêu xanh theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Má đùi gà"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước dừa"",""quantity"":80,""unit"":""ml""}]",true
,DISH-SAV-051,Mề gà kho gừng,savory,braise,Mề gà chế biến kho gừng theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Mề gà"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-052,Mề gà rim nước mắm,savory,braise,Mề gà chế biến rim nước mắm theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Mề gà"",""quantity"":120,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":10,""unit"":""ml""},{""name"":""Đường nâu"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-053,Mề gà xào sả ớt,savory,stir_fry,Mề gà chế biến xào sả ớt theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Mề gà"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Ớt sừng"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-054,Mề gà hấp hành,savory,steam,Mề gà chế biến hấp hành theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Mề gà"",""quantity"":120,""unit"":""g""},{""name"":""Hành lá"",""quantity"":15,""unit"":""g""},{""name"":""Gừng"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-055,Mề gà nấu tiêu xanh,savory,braise,Mề gà chế biến nấu tiêu xanh theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Mề gà"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước dừa"",""quantity"":80,""unit"":""ml""}]",true
,DISH-SAV-056,Thịt gà xay kho gừng,savory,braise,Thịt gà xay chế biến kho gừng theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Thịt gà xay"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-057,Thịt gà xay rim nước mắm,savory,braise,Thịt gà xay chế biến rim nước mắm theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Thịt gà xay"",""quantity"":120,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":10,""unit"":""ml""},{""name"":""Đường nâu"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-058,Thịt gà xay xào sả ớt,savory,stir_fry,Thịt gà xay chế biến xào sả ớt theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Thịt gà xay"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Ớt sừng"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-059,Thịt gà xay hấp hành,savory,steam,Thịt gà xay chế biến hấp hành theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Thịt gà xay"",""quantity"":120,""unit"":""g""},{""name"":""Hành lá"",""quantity"":15,""unit"":""g""},{""name"":""Gừng"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-060,Thịt gà xay nấu tiêu xanh,savory,braise,Thịt gà xay chế biến nấu tiêu xanh theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Thịt gà xay"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước dừa"",""quantity"":80,""unit"":""ml""}]",true
,DISH-SAV-061,Nạc vai heo kho gừng,savory,braise,Nạc vai heo chế biến kho gừng theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc vai heo"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-062,Nạc vai heo rim nước mắm,savory,braise,Nạc vai heo chế biến rim nước mắm theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc vai heo"",""quantity"":120,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":10,""unit"":""ml""},{""name"":""Đường nâu"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-063,Nạc vai heo xào sả ớt,savory,stir_fry,Nạc vai heo chế biến xào sả ớt theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc vai heo"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Ớt sừng"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-064,Nạc vai heo hấp hành,savory,steam,Nạc vai heo chế biến hấp hành theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc vai heo"",""quantity"":120,""unit"":""g""},{""name"":""Hành lá"",""quantity"":15,""unit"":""g""},{""name"":""Gừng"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-065,Nạc vai heo nấu tiêu xanh,savory,braise,Nạc vai heo chế biến nấu tiêu xanh theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc vai heo"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước dừa"",""quantity"":80,""unit"":""ml""}]",true
,DISH-SAV-066,Nạc dăm heo kho gừng,savory,braise,Nạc dăm heo chế biến kho gừng theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc dăm heo"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-067,Nạc dăm heo rim nước mắm,savory,braise,Nạc dăm heo chế biến rim nước mắm theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc dăm heo"",""quantity"":120,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":10,""unit"":""ml""},{""name"":""Đường nâu"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-068,Nạc dăm heo xào sả ớt,savory,stir_fry,Nạc dăm heo chế biến xào sả ớt theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc dăm heo"",""quantity"":120,""unit"":""g""},{""name"":""Sả"",""quantity"":12,""unit"":""g""},{""name"":""Ớt sừng"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-069,Nạc dăm heo hấp hành,savory,steam,Nạc dăm heo chế biến hấp hành theo khẩu vị gia đình Việt.,"Sơ chế nguyên liệu, ướp nhẹ, hấp cùng gia vị đến chín và dùng nóng.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc dăm heo"",""quantity"":120,""unit"":""g""},{""name"":""Hành lá"",""quantity"":15,""unit"":""g""},{""name"":""Gừng"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-070,Nạc dăm heo nấu tiêu xanh,savory,braise,Nạc dăm heo chế biến nấu tiêu xanh theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Nạc dăm heo"",""quantity"":120,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":3,""unit"":""g""},{""name"":""Nước dừa"",""quantity"":80,""unit"":""ml""}]",true
,DISH-SAV-071,Chân giò heo kho gừng,savory,braise,Chân giò heo chế biến kho gừng theo khẩu vị gia đình Việt.,"Sơ chế, ướp nguyên liệu, chế biến cùng gia vị đến chín và nêm vừa ăn.","món mặn, Việt Nam, giàu đạm","[{""name"":""Chân giò heo"",""quantity"":120,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""}]",true
